id,table_id/id,name,description,percent,from_date,to_date,doc_serie_lenght,doc_serie_lenght_fixed,doc_number_lenght,doc_number_lenght_fixed,active
l10n_pe_oxe360.1574,l10n_pe_oxe360.pe_sunat_ple_table15,99,OTROS TÍTULOS,0,,,0,False,0,False,True
l10n_pe_oxe360.1575,l10n_pe_oxe360.pe_sunat_ple_table16,1,ACCIONES CON DERECHO A VOTO,0,,,0,False,0,False,True
l10n_pe_oxe360.1576,l10n_pe_oxe360.pe_sunat_ple_table16,2,ACCIONES SIN DERECHO A VOTO,0,,,0,False,0,False,True
l10n_pe_oxe360.1577,l10n_pe_oxe360.pe_sunat_ple_table16,3,PARTICIPACIONES,0,,,0,False,0,False,True
l10n_pe_oxe360.1578,l10n_pe_oxe360.pe_sunat_ple_table16,4,OTROS,0,,,0,False,0,False,True
l10n_pe_oxe360.1579,l10n_pe_oxe360.pe_sunat_ple_table17,1,PLAN CONTABLE GENERAL EMPRESARIAL,0,,,0,False,0,False,True
l10n_pe_oxe360.1580,l10n_pe_oxe360.pe_sunat_ple_table17,2,PLAN CONTABLE GENERAL REVISADO,0,,,0,False,0,False,True
l10n_pe_oxe360.1581,l10n_pe_oxe360.pe_sunat_ple_table17,3,"PLAN DE CUENTAS PARA EMPRESAS DEL SISTEMA FINANCIERO, SUPERVISADAS POR SBS",0,,,0,False,0,False,True
l10n_pe_oxe360.1582,l10n_pe_oxe360.pe_sunat_ple_table17,4,"PLAN DE CUENTAS PARA ENTIDADES PRESTADORAS DE SALUD, SUPERVISADAS POR SBS",0,,,0,False,0,False,True
l10n_pe_oxe360.1583,l10n_pe_oxe360.pe_sunat_ple_table17,5,"PLAN DE CUENTAS PARA EMPRESAS DEL SISTEMA ASEGURADOR, SUPERVISADAS POR SBS",0,,,0,False,0,False,True
l10n_pe_oxe360.1584,l10n_pe_oxe360.pe_sunat_ple_table17,6,"PLAN DE CUENTAS DE LAS ADMINISTRADORAS PRIVADAS DE FONDOS DE PENSIONES, SUPERVISADAS POR SBS",0,,,0,False,0,False,True
l10n_pe_oxe360.1585,l10n_pe_oxe360.pe_sunat_ple_table17,7,PLAN CONTABLE GUBERNAMENTAL,0,,,0,False,0,False,True
l10n_pe_oxe360.1586,l10n_pe_oxe360.pe_sunat_ple_table17,99,OTROS,0,,,0,False,0,False,True
l10n_pe_oxe360.1587,l10n_pe_oxe360.pe_sunat_ple_table18,1,NO REVALUADO O REVALUADO SIN EFECTO TRIBUTARIO,0,,,0,False,0,False,True
l10n_pe_oxe360.1588,l10n_pe_oxe360.pe_sunat_ple_table18,2,REVALUADO CON EFECTO TRIBUTARIO,0,,,0,False,0,False,True
l10n_pe_oxe360.1589,l10n_pe_oxe360.pe_sunat_ple_table19,1,ACTIVOS EN DESUSO,0,,,0,False,0,False,True
l10n_pe_oxe360.1590,l10n_pe_oxe360.pe_sunat_ple_table19,2,ACTIVOS OBSOLETOS,0,,,0,False,0,False,True
l10n_pe_oxe360.1591,l10n_pe_oxe360.pe_sunat_ple_table19,9,RESTO DE ACTIVOS,0,,,0,False,0,False,True
l10n_pe_oxe360.1592,l10n_pe_oxe360.pe_sunat_ple_table20,1,LINEA RECTA,0,,,0,False,0,False,True
l10n_pe_oxe360.1593,l10n_pe_oxe360.pe_sunat_ple_table20,2,UNIDADES PRODUCIDAS,0,,,0,False,0,False,True
l10n_pe_oxe360.1594,l10n_pe_oxe360.pe_sunat_ple_table20,9,OTROS,0,,,0,False,0,False,True
l10n_pe_oxe360.1595,l10n_pe_oxe360.pe_sunat_ple_table21,1,PROCESO PRODUCTIVO,0,,,0,False,0,False,True
l10n_pe_oxe360.1596,l10n_pe_oxe360.pe_sunat_ple_table21,2,LÍNEA DE PRODUCCIÓN,0,,,0,False,0,False,True
l10n_pe_oxe360.1597,l10n_pe_oxe360.pe_sunat_ple_table21,3,PRODUCTO,0,,,0,False,0,False,True
l10n_pe_oxe360.1598,l10n_pe_oxe360.pe_sunat_ple_table21,4,PROYECTO,0,,,0,False,0,False,True
l10n_pe_oxe360.1599,l10n_pe_oxe360.pe_sunat_ple_table21,9,OTROS,0,,,0,False,0,False,True
l10n_pe_oxe360.1600,l10n_pe_oxe360.pe_sunat_ple_table22,1,SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR DIVERSAS - INDIVIDUAL,0,,,0,False,0,False,True
l10n_pe_oxe360.1601,l10n_pe_oxe360.pe_sunat_ple_table22,2,SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR SEGUROS - INDIVIDUAL,0,,,0,False,0,False,True
l10n_pe_oxe360.1602,l10n_pe_oxe360.pe_sunat_ple_table22,3,SUPERINTENDENCIA DEL MERCADO DE VALORES - SECTOR BANCOS Y FINANCIERAS - INDIVIDUAL,0,,,0,False,0,False,True
l10n_pe_oxe360.1603,l10n_pe_oxe360.pe_sunat_ple_table22,4,SUPERINTENDENCIA DEL MERCADO DE VALORES - ADMINISTRADORAS DE FONDOS DE PENSIONES (AFP),0,,,0,False,0,False,True
l10n_pe_oxe360.1604,l10n_pe_oxe360.pe_sunat_ple_table22,5,SUPERINTENDENCIA DEL MERCADO DE VALORES - AGENTES DE INTERMEDIACIÓN,0,,,0,False,0,False,True
l10n_pe_oxe360.1605,l10n_pe_oxe360.pe_sunat_ple_table22,6,SUPERINTENDENCIA DEL MERCADO DE VALORES - FONDOS DE INVERSIÓN,0,,,0,False,0,False,True
l10n_pe_oxe360.1606,l10n_pe_oxe360.pe_sunat_ple_table22,7,SUPERINTENDENCIA DEL MERCADO DE VALORES - PATRIMONIO EN FIDEICOMISOS,0,,,0,False,0,False,True
l10n_pe_oxe360.1607,l10n_pe_oxe360.pe_sunat_ple_table22,8,SUPERINTENDENCIA DEL MERCADO DE VALORES - ICLV,0,,,0,False,0,False,True
l10n_pe_oxe360.1608,l10n_pe_oxe360.pe_sunat_ple_table22,9,OTROS NO CONSIDERADOS EN LOS ANTERIORES,0,,,0,False,0,False,True
l10n_pe_oxe360.1609,l10n_pe_oxe360.pe_sunat_ple_table25,0,NINGUNO,0,,,0,False,0,False,True
l10n_pe_oxe360.1610,l10n_pe_oxe360.pe_sunat_ple_table25,1,CANADA,0,,,0,False,0,False,True
l10n_pe_oxe360.1611,l10n_pe_oxe360.pe_sunat_ple_table25,2,CHILE,0,,,0,False,0,False,True
l10n_pe_oxe360.1612,l10n_pe_oxe360.pe_sunat_ple_table25,3,COMUNIDAD ANDINA DE NACIONES (CAN),0,,,0,False,0,False,True
l10n_pe_oxe360.1613,l10n_pe_oxe360.pe_sunat_ple_table25,4,BRASIL,0,,,0,False,0,False,True
l10n_pe_oxe360.1614,l10n_pe_oxe360.pe_sunat_ple_table25,5,ESTADOS UNIDOS MEXICANOS,0,,,0,False,0,False,True
l10n_pe_oxe360.1615,l10n_pe_oxe360.pe_sunat_ple_table25,6,REPUBLICA DE COREA,0,,,0,False,0,False,True
l10n_pe_oxe360.1616,l10n_pe_oxe360.pe_sunat_ple_table25,7,CONFEDERACIÓN SUIZA,0,,,0,False,0,False,True
l10n_pe_oxe360.1617,l10n_pe_oxe360.pe_sunat_ple_table25,8,PORTUGAL,0,,,0,False,0,False,True
l10n_pe_oxe360.1618,l10n_pe_oxe360.pe_sunat_ple_table25,9,OTROS,0,,,0,False,0,False,True
l10n_pe_oxe360.1619,l10n_pe_oxe360.pe_sunat_ple_table27,0,Sin vinculación,0,,,0,False,0,False,True
l10n_pe_oxe360.1620,l10n_pe_oxe360.pe_sunat_ple_table27,1,"Una persona natural o jurídica posea más de treinta por ciento (30%) del capital de otra persona jurídica, directamente o por intermedio de un tercero",0,,,0,False,0,False,True
l10n_pe_oxe360.1621,l10n_pe_oxe360.pe_sunat_ple_table27,2,"Más del treinta por ciento (30%) del capital de dos (2) o más personas jurídicas pertenezca a una misma persona natural o jurídica, directamente o por intermedio de un tercero",0,,,0,False,0,False,True
l10n_pe_oxe360.1622,l10n_pe_oxe360.pe_sunat_ple_table27,3,"En cualesquiera de los casos anteriores, cuando la indicada proporción del capital pertenezca a cónyuges entre sí o a personas naturales vinculadas hasta el segundo grado de consanguinidad o afinidad",0,,,0,False,0,False,True
l10n_pe_oxe360.1623,l10n_pe_oxe360.pe_sunat_ple_table27,4,El capital de dos (2) o más personas jurídicas pertenezca en más del treinta por ciento (30%) a socios comunes a éstas,0,,,0,False,0,False,True
l10n_pe_oxe360.1624,l10n_pe_oxe360.pe_sunat_ple_table27,5,"Las personas jurídicas o entidades cuenten con una o más directores, gerentes, administradores u otros directivos comunes, que tengan poder de decisión en los acuerdos financieros, operativos y/o comerciales que se adopten",0,,,0,False,0,False,True
l10n_pe_oxe360.1625,l10n_pe_oxe360.pe_sunat_ple_table27,6,Dos o más personas naturales o jurídicas consoliden Estados Financieros,0,,,0,False,0,False,True
l10n_pe_oxe360.1626,l10n_pe_oxe360.pe_sunat_ple_table27,7,"Exista un contrato de colaboración empresarial con contabilidad independiente, en cuyo caso el contrato se considerará vinculado con aquellas partes contratantes que participen, directamente o por intermedio de un tercero, en mas del treinta por ciento (30%) en el patrimonio del contrato o cuando alguna de las partes contratantes tengan poder de decisión en los acuerdos financieros, comerciales u operativos que se adopten para el desarrollo del contrato, caso en el cual la parte contratante que ejerza el poder de decisión se encontrará vinculado con el contrato",0,,,0,False,0,False,True
l10n_pe_oxe360.1627,l10n_pe_oxe360.pe_sunat_ple_table27,8,"En el caso de un contrato de colaboración empresarial sin contabilidad independiente, la vinculación entre cada una de las partes integrantes del contrato y la contraparte deberá verificarse individualmente, aplicando algunos de los criterios de vinculación establecidos en este artículo (articulo 24° del reglamento del Impuesto a la Renta). Se entiende por contraparte a la persona natural o jurídica con las que las partes integrantes celebren alguna operación con el fin de alcanzar el objeto del contrato",0,,,0,False,0,False,True
l10n_pe_oxe360.1628,l10n_pe_oxe360.pe_sunat_ple_table27,9,"Exista un contrato de asociación en participación, en el que alguno de los asociados, directa o indirectamente, participe en mas del treinta por ciento (30%) en los resultados o en las utilidades de uno o varios negocios del asociante, en cuyo caso se considerará que existe vinculación entre el asociante y cada uno de sus asociados. También se considerará que existe vinculación cuando alguno de los asociados tenga poder de decisión en los aspectos financieros, comerciales u operativos en uno o varios negocios del asociante",0,,,0,False,0,False,True
l10n_pe_oxe360.1629,l10n_pe_oxe360.pe_sunat_ple_table27,10,"Una empresa no domiciliada tenga uno o mas establecimientos permanentes en el país, en cuyo caso existirá vinculación entre la empresa no domiciliada y cada uno de sus establecimientos permanentes y entre todos ellos entre si",0,,,0,False,0,False,True
l10n_pe_oxe360.1630,l10n_pe_oxe360.pe_sunat_ple_table27,11,"Una empresa domiciliada en territorio peruano tenga uno o mas establecimientos permanentes en el extranjero, en cuyo caso existirá vinculación entre la empresa domiciliada y cada uno de sus establecimientos permanentes",0,,,0,False,0,False,True
l10n_pe_oxe360.1631,l10n_pe_oxe360.pe_sunat_ple_table27,12,"Una persona natural o jurídica ejerza influencia dominante en las decisiones de los órganos de administración de una o mas personas jurídicas o entidades. En tal situación, se considerará que las personas jurídicas o entidades influidas están vinculadas entre si y con la persona natural o jurídica que ejerce dicha influencia. Se entiende que una persona natural o jurídica ejerce influencia  dominante cuando, en la adopción del acuerdo, ejerce o controla la mayoría absoluta de votos para la toma de decisiones en los órganos de administración de la persona jurídica o entidad. En el caso de decisiones relacionadas con los asuntos mencionados en el artículo 126° de la Ley General de Sociedades, existirá influencia dominante de la persona natural o jurídica que, participando en la adopción del acuerdo, por si misma o con la intervención de votos de terceros, tiene en el acto de votación el mayor número de acciones suscritas con derecho a voto, siempre y cuando cuente con, al menos, el diez por ciento (10%) de las acciones suscritas con derecho a voto. También se otorgará el tratamiento de partes vinculadas cuando una persona, empresa o entidad domiciliada en el país realice, en el ejercicio gravable anterior, el ochenta por ciento (80%) o mas de sus ventas de bienes, prestación de servicios u otro tipo de operaciones, con una persona, empresa o entidad domiciliada en el país o con personas, empresas o entidades vinculadas entre si, domiciliadas en el país, siempre que tales operaciones, a su vez, representen por lo menos el treinta por ciento (30%) de las compras o adquisiciones de la otra parte en el mismo período. Tratándose de empresas que tengan actividades por períodos mayores a tres ejercicios gravables, tales porcentajes se calcularán teniendo en cuenta el porcentaje promedio de ventas o compras, según sea el caso, realizadas en los tres ejercicios gravables inmediatos anteriores. Lo dispuesto en este párrafo no será de aplicación a las operaciones que realicen las empresas que conforman la Actividad Empresarial del Estado, en las cuales la participación del Estado sea mayor al cincuenta por ciento (50%) del capital. La vinculación, de acuerdo a alguno de los criterios establecidos en este artículo, también operará cuando la transacción sea realizada utilizando personas o entidades interpuestas, domiciliadas o no en el país con el propósito de encubrir una transacción entre partes vinculadas",0,,,0,False,0,False,True
l10n_pe_oxe360.1632,l10n_pe_oxe360.pe_sunat_ple_table28,501,50 CAPITAL / Capital social,0,,,0,False,0,False,True
l10n_pe_oxe360.1633,l10n_pe_oxe360.pe_sunat_ple_table28,5011,50 CAPITAL / Acciones,0,,,0,False,0,False,True
l10n_pe_oxe360.1634,l10n_pe_oxe360.pe_sunat_ple_table28,5012,50 CAPITAL / Participaciones,0,,,0,False,0,False,True
l10n_pe_oxe360.1635,l10n_pe_oxe360.pe_sunat_ple_table28,502,50 CAPITAL / Acciones en tesorería,0,,,0,False,0,False,True
l10n_pe_oxe360.1636,l10n_pe_oxe360.pe_sunat_ple_table28,511,51 ACCIONES DE INVERSIÓN / Acciones de inversión en tesorería,0,,,0,False,0,False,True
l10n_pe_oxe360.1637,l10n_pe_oxe360.pe_sunat_ple_table28,512,51 ACCIONES DE INVERSIÓN / 52 CAPITAL ADICIONAL,0,,,0,False,0,False,True
l10n_pe_oxe360.1638,l10n_pe_oxe360.pe_sunat_ple_table28,521,52 CAPITAL ADICIONAL / Primas (descuento) de acciones,0,,,0,False,0,False,True
l10n_pe_oxe360.1639,l10n_pe_oxe360.pe_sunat_ple_table28,522,52 CAPITAL ADICIONAL / Capitalizaciones en trámite,0,,,0,False,0,False,True
l10n_pe_oxe360.1640,l10n_pe_oxe360.pe_sunat_ple_table28,5221,52 CAPITAL ADICIONAL / Aportes,0,,,0,False,0,False,True
l10n_pe_oxe360.1641,l10n_pe_oxe360.pe_sunat_ple_table28,5222,52 CAPITAL ADICIONAL / Reservas,0,,,0,False,0,False,True
l10n_pe_oxe360.1642,l10n_pe_oxe360.pe_sunat_ple_table28,5223,52 CAPITAL ADICIONAL / Acreencias,0,,,0,False,0,False,True
l10n_pe_oxe360.1643,l10n_pe_oxe360.pe_sunat_ple_table28,5224,52 CAPITAL ADICIONAL / Utilidades,0,,,0,False,0,False,True
l10n_pe_oxe360.1644,l10n_pe_oxe360.pe_sunat_ple_table28,523,52 CAPITAL ADICIONAL / Reducciones de capital pendientes de formalización,0,,,0,False,0,False,True
l10n_pe_oxe360.1645,l10n_pe_oxe360.pe_sunat_ple_table28,561,56 RESULTADOS NO REALIZADOS / Diferencia en cambio de inversiones permanentes en entidades extranjeras,0,,,0,False,0,False,True
l10n_pe_oxe360.1646,l10n_pe_oxe360.pe_sunat_ple_table28,562,56 RESULTADOS NO REALIZADOS / Instrumentos financieros – Cobertura de flujo de efectivo,0,,,0,False,0,False,True
l10n_pe_oxe360.1647,l10n_pe_oxe360.pe_sunat_ple_table28,563,56 RESULTADOS NO REALIZADOS / Ganancia o pérdida en activos o pasivos financieros disponibles para la venta,0,,,0,False,0,False,True
l10n_pe_oxe360.1648,l10n_pe_oxe360.pe_sunat_ple_table28,5631,56 RESULTADOS NO REALIZADOS / Ganancia,0,,,0,False,0,False,True
l10n_pe_oxe360.1649,l10n_pe_oxe360.pe_sunat_ple_table28,5632,56 RESULTADOS NO REALIZADOS / Pérdida,0,,,0,False,0,False,True
l10n_pe_oxe360.1650,l10n_pe_oxe360.pe_sunat_ple_table28,564,56 RESULTADOS NO REALIZADOS / Ganancia o pérdida en activos o pasivos financieros disponibles para la venta – Compra o venta convencional fecha de liquidación,0,,,0,False,0,False,True
l10n_pe_oxe360.1651,l10n_pe_oxe360.pe_sunat_ple_table28,5641,56 RESULTADOS NO REALIZADOS / Ganancia,0,,,0,False,0,False,True
l10n_pe_oxe360.1652,l10n_pe_oxe360.pe_sunat_ple_table28,5642,56 RESULTADOS NO REALIZADOS / Pérdida,0,,,0,False,0,False,True
l10n_pe_oxe360.1653,l10n_pe_oxe360.pe_sunat_ple_table28,571,57 EXCEDENTE DE REVALUACIÓN / Excedente de revaluación,0,,,0,False,0,False,True
l10n_pe_oxe360.1654,l10n_pe_oxe360.pe_sunat_ple_table28,5711,57 EXCEDENTE DE REVALUACIÓN / Inversiones inmobiliarias,0,,,0,False,0,False,True
l10n_pe_oxe360.1655,l10n_pe_oxe360.pe_sunat_ple_table28,5712,"57 EXCEDENTE DE REVALUACIÓN / Inmuebles, maquinaria y equipos",0,,,0,False,0,False,True
l10n_pe_oxe360.1656,l10n_pe_oxe360.pe_sunat_ple_table28,5713,57 EXCEDENTE DE REVALUACIÓN / Intangibles,0,,,0,False,0,False,True
l10n_pe_oxe360.1657,l10n_pe_oxe360.pe_sunat_ple_table28,572,57 EXCEDENTE DE REVALUACIÓN / Excedente de revaluación – Acciones liberadas recibidas,0,,,0,False,0,False,True
l10n_pe_oxe360.1658,l10n_pe_oxe360.pe_sunat_ple_table28,573,57 EXCEDENTE DE REVALUACIÓN / Participación en excedente de revaluación – Inversiones en entidades relacionadas,0,,,0,False,0,False,True
l10n_pe_oxe360.1659,l10n_pe_oxe360.pe_sunat_ple_table28,581,58 RESERVAS / Reinversión,0,,,0,False,0,False,True
l10n_pe_oxe360.1660,l10n_pe_oxe360.pe_sunat_ple_table28,582,58 RESERVAS / Legal,0,,,0,False,0,False,True
l10n_pe_oxe360.1661,l10n_pe_oxe360.pe_sunat_ple_table28,583,58 RESERVAS / Contractuales,0,,,0,False,0,False,True
l10n_pe_oxe360.1662,l10n_pe_oxe360.pe_sunat_ple_table28,584,58 RESERVAS / Estatutarias,0,,,0,False,0,False,True
l10n_pe_oxe360.1663,l10n_pe_oxe360.pe_sunat_ple_table28,585,58 RESERVAS / Facultativas,0,,,0,False,0,False,True
l10n_pe_oxe360.1664,l10n_pe_oxe360.pe_sunat_ple_table28,589,58 RESERVAS / Otras reservas,0,,,0,False,0,False,True
l10n_pe_oxe360.1665,l10n_pe_oxe360.pe_sunat_ple_table28,591,59 RESULTADOS ACUMULADOS / Utilidades no distribuidas,0,,,0,False,0,False,True
l10n_pe_oxe360.1666,l10n_pe_oxe360.pe_sunat_ple_table28,5911,59 RESULTADOS ACUMULADOS / Utilidades acumuladas,0,,,0,False,0,False,True
l10n_pe_oxe360.1667,l10n_pe_oxe360.pe_sunat_ple_table28,5912,59 RESULTADOS ACUMULADOS / Ingresos de años anteriores,0,,,0,False,0,False,True
l10n_pe_oxe360.1668,l10n_pe_oxe360.pe_sunat_ple_table28,592,59 RESULTADOS ACUMULADOS / Pérdidas acumuladas,0,,,0,False,0,False,True
l10n_pe_oxe360.1669,l10n_pe_oxe360.pe_sunat_ple_table28,5921,59 RESULTADOS ACUMULADOS / Pérdidas acumuladas,0,,,0,False,0,False,True
l10n_pe_oxe360.1670,l10n_pe_oxe360.pe_sunat_ple_table28,5922,59 RESULTADOS ACUMULADOS / Gastos de años anteriores,0,,,0,False,0,False,True
l10n_pe_oxe360.1671,l10n_pe_oxe360.pe_sunat_ple_table30,1,"MERCADERIA, MATERIA PRIMA, SUMINISTRO, ENVASES Y EMBALAJES",0,,,0,False,0,False,True
l10n_pe_oxe360.1672,l10n_pe_oxe360.pe_sunat_ple_table30,2,ACTIVO FIJO,0,,,0,False,0,False,True
l10n_pe_oxe360.1673,l10n_pe_oxe360.pe_sunat_ple_table30,3,OTROS ACTIVOS NO CONSIDERADOS EN LOS NUMERALES 1 Y 2,0,,,0,False,0,False,True
l10n_pe_oxe360.1674,l10n_pe_oxe360.pe_sunat_ple_table30,4,"GASTOS DE EDUCACIÓN, RECREACIÓN, SALUD, CULTURALES. REPRESENTACIÓN, CAPACITACIÓN, DE VIAJE, MANTENIMIENTO DE VEHICULO Y  DE PREMIOS",0,,,0,False,0,False,True
l10n_pe_oxe360.1675,l10n_pe_oxe360.pe_sunat_ple_table30,5,OTROS GASTOS NO INCLUIDOS EN EL NUMERAL 4,0,,,0,False,0,False,True
l10n_pe_oxe360.1676,l10n_pe_oxe360.pe_sunat_ple_table31,0,OCDE- / Bienes,0,,,0,False,0,False,True
l10n_pe_oxe360.1677,l10n_pe_oxe360.pe_sunat_ple_table31,1,OCDE-06 / Arrendamiento de predios,0,,,0,False,0,False,True
l10n_pe_oxe360.1678,l10n_pe_oxe360.pe_sunat_ple_table31,2,OCDE-06 / Enajenación Inmuebles y derechos sobre inmuebles,0,,,0,False,0,False,True
l10n_pe_oxe360.1679,l10n_pe_oxe360.pe_sunat_ple_table31,3,"OCDE-12 / Rentas de bienes situados en el país o derechos utilizados en el país, incluye enajenación.",0,,,0,False,0,False,True
l10n_pe_oxe360.1680,l10n_pe_oxe360.pe_sunat_ple_table31,4,OCDE-12 / Regalias: Bienes o derechos por los que pagan son utilizados país.,0,,,0,False,0,False,True
l10n_pe_oxe360.1681,l10n_pe_oxe360.pe_sunat_ple_table31,5,OCDE-12 / Regalias: Pagador de las regalías es domiciliado.,0,,,0,False,0,False,True
l10n_pe_oxe360.1682,l10n_pe_oxe360.pe_sunat_ple_table31,6,"OCDE-11 / Por capitales,  intereses, comisiones, primas - operaciones financieras - capital utilizado en el país o el pagador sea un sujeto domiciliado. Originadas por fondos de cualquier tipo de entidad, por cesión a terceros de un capital, por operaciones de capitalización o por contratos de seguro de vida o invalidez que no tengan su origen en el trabajo personal.",0,,,0,False,0,False,True
l10n_pe_oxe360.1683,l10n_pe_oxe360.pe_sunat_ple_table31,7,"OCDE-10 / Dividendos y cualquier otra forma de distribución de utilidades, cuando la empresa que los distribuye, pague y acredite se encuentre domiciliada en el país, o cuando el fondo de inversión, patrimonio fideicometido o fiduciario banacario, fondo de pensiones, que lo distribuya, pague o acredite, se encuentre constituido o establecido en el país",0,,,0,False,0,False,True
l10n_pe_oxe360.1684,l10n_pe_oxe360.pe_sunat_ple_table31,8,OCDE-10 / Los rendimientos de los ADR y GDRs que tengan como subyacentes acciones emitidas por empresas no domiciliadas,0,,,0,False,0,False,True
l10n_pe_oxe360.1685,l10n_pe_oxe360.pe_sunat_ple_table31,9,"OCDE-21 / Originadas en actividades civiles, comerciales, empresariales o de cualquier índole, que se lleven a cabo en territorio nacional.",0,,,0,False,0,False,True
l10n_pe_oxe360.1686,l10n_pe_oxe360.pe_sunat_ple_table31,10,"OCDE-15 / Originadas en el trabajo personal que lleven a cabo en el territorio nacional No comprende cuando se ingresa al país  temporalmente a efectuar: actos previos a la realización de inversiones extranjeras; actos destinados a supervisar o controlar la inversión o el negocio, tales como los de recolección de datos o información o la realización de entrevistas; actos relacionados con la contratación de personal local; actos relacionados con la firma de convenios o actos similares.",0,,,0,False,0,False,True
l10n_pe_oxe360.1687,l10n_pe_oxe360.pe_sunat_ple_table31,11,"OCDE-18 / Rentas vitalicias y las pensiones que tengan su origen en el trabajo personal, pagadas por un sujeto domiciliada",0,,,0,False,0,False,True
l10n_pe_oxe360.1688,l10n_pe_oxe360.pe_sunat_ple_table31,12,"OCDE-13 / Las obtenidas por la enajenación de acciones y participaciones representativas del capital,  cuando las empresas, que los hayan emitido estén constituidos o establecidos en el Perú. Fuera de Bolsa",0,,,0,False,0,False,True
l10n_pe_oxe360.1689,l10n_pe_oxe360.pe_sunat_ple_table31,13,"OCDE-13 / Las obtenidas por la enajenación,  de  certificados, títulos, bonos y papeles comerciales, valores representativos de cédulas hipotecarias, obligaciones al portador u otros valores al portador y otros valores mobiliarios cuando los  Fondos de Inversión, Fondos Mutuos de Inversión en Valores o Patrimonios Fideicometidos que los hayan emitido estén constituidos o establecidos en el Perú.  Fuera de Bolsa",0,,,0,False,0,False,True
l10n_pe_oxe360.1690,l10n_pe_oxe360.pe_sunat_ple_table31,14,"OCDE-13 / Las obtenidas por la redención o rescate de certificados, títulos, bonos y papeles comerciales, valores representativos de cédulas hipotecarias, obligaciones al portador u otros valores al portador y otros valores mobiliarios cuando los  Fondos de Inversión, Fondos Mutuos de Inversión en Valores o Patrimonios Fideicometidos que los hayan emitido estén constituidos o establecidos en el Perú.  Fuera de Bolsa",0,,,0,False,0,False,True
l10n_pe_oxe360.1691,l10n_pe_oxe360.pe_sunat_ple_table31,15,"OCDE-13 / Las obtenidas por la enajenación de acciones y participaciones representativas del capital, acciones de inversión, certificados, títulos, bonos y papeles comerciales, valores representativos de cédulas hipotecarias, obligaciones al portador u otros valores al portador y otros valores mobiliarios cuando las empresas, sociedades, Fondos de Inversión, Fondos Mutuos de Inversión en Valores o Patrimonios Fideicometidos que los hayan emitido estén constituidos o establecidos en el Perú.  Dentro de Bolsa",0,,,0,False,0,False,True
l10n_pe_oxe360.1692,l10n_pe_oxe360.pe_sunat_ple_table31,16,"OCDE-13 / Las obtenidas por la redención o rescate de  acciones de inversión, certificados, títulos, bonos y papeles comerciales, valores representativos de cédulas hipotecarias, obligaciones al portador u otros valores al portador y otros valores mobiliarios cuando las empresas, sociedades, Fondos de Inversión, Fondos Mutuos de Inversión en Valores o Patrimonios Fideicometidos que los hayan emitido estén constituidos o establecidos en el Perú. Dentro de Bolsa",0,,,0,False,0,False,True
l10n_pe_oxe360.1693,l10n_pe_oxe360.pe_sunat_ple_table31,17,OCDE-13 / Enajenación de los ADR’s  y GDR’s  que tengan como subyacente acciones emitidas por empresas domiciliadas en el país.,0,,,0,False,0,False,True
l10n_pe_oxe360.1694,l10n_pe_oxe360.pe_sunat_ple_table31,18,"OCDE-21 / Las obtenidas por servicios digitales prestados a través del Internet o de cualquier adaptación o aplicación de los protocolos, plataformas o de la tecnología utilizada por Internet o cualquier otra red a través de la que se presten servicios equivalentes, cuando el servicio se utilice económicamente, use o consuma en el país",0,,,0,False,0,False,True
l10n_pe_oxe360.1695,l10n_pe_oxe360.pe_sunat_ple_table31,19,"OCDE-7 / La obtenida por asistencia técnica, cuando ésta se utilice económicamente en el país",0,,,0,False,0,False,True
l10n_pe_oxe360.1696,l10n_pe_oxe360.pe_sunat_ple_table31,20,"OCDE-11 / Los intereses de obligaciones, cuando la entidad emisora ha sido constituida en el país",0,,,0,False,0,False,True
l10n_pe_oxe360.1697,l10n_pe_oxe360.pe_sunat_ple_table31,21,OCDE-16 / Remuneracion pagada por Domiciliados; Sujeto miembro de un consejo directivo o adm.; Actuación en el Extranjero,0,,,0,False,0,False,True
l10n_pe_oxe360.1698,l10n_pe_oxe360.pe_sunat_ple_table31,22,OCDE-19 / Honorarios o remuneraciones del Sector Público Nacional por trabajos realizados en el exterior.,0,,,0,False,0,False,True
l10n_pe_oxe360.1699,l10n_pe_oxe360.pe_sunat_ple_table31,23,OCDE-7 / Resultados Proveniente de la contratación de IFD,0,,,0,False,0,False,True
l10n_pe_oxe360.1700,l10n_pe_oxe360.pe_sunat_ple_table31,24,OCDE-7 / Resultados  de IFD con cobertura destinados a la generación de RFP,0,,,0,False,0,False,True
l10n_pe_oxe360.1701,l10n_pe_oxe360.pe_sunat_ple_table31,25,OCDE-7 / Proveniente de la contratación de IFD sin cobertura destinados a la generación de RFP,0,,,0,False,0,False,True
l10n_pe_oxe360.1702,l10n_pe_oxe360.pe_sunat_ple_table31,26,"OCDE-7 / IFD donde Activo subyacente sea referido al Tipo de Cambio Moneda extranjera. 180 dias. (La Dom es la prestadora del IFD, la No Dom es la que obtiene el resultado)",0,,,0,False,0,False,True
