id,table_id/id,name,description,percent,from_date,to_date,doc_serie_lenght,doc_serie_lenght_fixed,doc_number_lenght,doc_number_lenght_fixed,active
l10n_pe_oxe360.1703,l10n_pe_oxe360.pe_sunat_ple_table31,27,"OCDE-13 / Las obtenidas por la enajenación indirecta de acciones y participaciones representativas del capital de personas jurídicas domiciliadas en el país, cuando la operación cumple las condiciones para ser gravadas en el Perú",0,,,0,False,0,False,True
l10n_pe_oxe360.1704,l10n_pe_oxe360.pe_sunat_ple_table31,28,OCDE-13 / Se incluye dentro de la enajenación de de empresas no domiciliadas en el país la enajenación de ADR´s (American Depositary Receipts) que tengan como subyacente a tales acciones.,0,,,0,False,0,False,True
l10n_pe_oxe360.1705,l10n_pe_oxe360.pe_sunat_ple_table31,29,"OCDE-10 / Sujeto es el No Dom que distribuye  por la reducción de capital dentro de los 12 meses anteriores cuando hubiera aumentado su capital como consecuencia de nuevos aportes, de capitalización de créditos o de una reorganización",0,,,0,False,0,False,True
l10n_pe_oxe360.1706,l10n_pe_oxe360.pe_sunat_ple_table31,30,OCDE-07 - 21 / Actividades de Seguros 7% sobre las primas. Comisiones por  Reaseguros sobre personas y/o bienes radicados en el país,0,,,0,False,0,False,True
l10n_pe_oxe360.1707,l10n_pe_oxe360.pe_sunat_ple_table31,31,"OCDE-8 / Alquiler de Naves, 8% sobre Ingresos Brutos que perciban por dicha actividad",0,,,0,False,0,False,True
l10n_pe_oxe360.1708,l10n_pe_oxe360.pe_sunat_ple_table31,32,"OCDE-8 / Alquiler de Aeronaves, 60% sobre Ingresos Brutos que perciban por dicha actividad",0,,,0,False,0,False,True
l10n_pe_oxe360.1709,l10n_pe_oxe360.pe_sunat_ple_table31,33,OCDE-8 / 1% por el ingresos brutos por el transporte aéreo.,0,,,0,False,0,False,True
l10n_pe_oxe360.1710,l10n_pe_oxe360.pe_sunat_ple_table31,34,OCDE-8 / Excepto Otros transportes no aereos o maritimos que van por los ingresos de la parte prestada en el país,0,,,0,False,0,False,True
l10n_pe_oxe360.1711,l10n_pe_oxe360.pe_sunat_ple_table31,35,OCDE-8 / 2% por el ingresos brutos por fletamiento o transporte marítimo.,0,,,0,False,0,False,True
l10n_pe_oxe360.1712,l10n_pe_oxe360.pe_sunat_ple_table31,36,OCDE-24 / Empresas por reciprocidad en lineas extranjeras con sedes en esos países,0,,,0,False,0,False,True
l10n_pe_oxe360.1713,l10n_pe_oxe360.pe_sunat_ple_table31,37,"OCDE-07 - 21 / Servicio portadores, teleservcios o finales, difusión y de valor añadido. Con excepcion de los Servicios Digitales según 4-A",0,,,0,False,0,False,True
l10n_pe_oxe360.1714,l10n_pe_oxe360.pe_sunat_ple_table31,38,"OCDE-07 - 21 / 10%. sobre las remuneraciones brutas que obtengan por el suministro de noticias y, en general material informativo o gráfico, a personas o entidades domiciliadas o que utilicen dicho material en el país.",0,,,0,False,0,False,True
l10n_pe_oxe360.1715,l10n_pe_oxe360.pe_sunat_ple_table31,39,"OCDE-07 - 21 / para su utilización por personas naturales o jurídicas domiciliadas: 20% sobre los ingresos brutos que perciban por el uso de películas cinematográficas o para televisión, 'video tape', radionovelas, discos fonográficos, historietas gráficas y cualquier otro medio similar de proyección, reproducción, transmisión o difusión de imágenes o sonidos.",0,,,0,False,0,False,True
l10n_pe_oxe360.1716,l10n_pe_oxe360.pe_sunat_ple_table31,40,OCDE-8 / en el país o desde el país al exterior y no presten el servicio de transporte 15% de los ingresos brutos que obtengan por dicho suministro.,0,,,0,False,0,False,True
l10n_pe_oxe360.1717,l10n_pe_oxe360.pe_sunat_ple_table31,41,OCDE-07 - 21 / 80% de los ingresos brutos que obtengan por el exceso de estadía de contenedores.,0,,,0,False,0,False,True
l10n_pe_oxe360.1718,l10n_pe_oxe360.pe_sunat_ple_table31,42,OCDE-07 - 21 / 20% de los ingresos brutos que obtengan los contribuyentes no domiciliados por la cesión de derechos para la retransmisión por televisión en el país de eventos en vivo realizados en el extranjero. ,0,,,0,False,0,False,True
l10n_pe_oxe360.1719,l10n_pe_oxe360.pe_sunat_ple_table31,43,OCDE-15 / Extranjeros que ingresan al país y cuentas con las siguientes calidades especificas a prestar servicios,0,,,0,False,0,False,True
l10n_pe_oxe360.1720,l10n_pe_oxe360.pe_sunat_ple_table32,1,SERVICIO PRESTADO INTEGRAMENTE EN EL PERÚ,0,,,0,False,0,False,True
l10n_pe_oxe360.1721,l10n_pe_oxe360.pe_sunat_ple_table32,2,SERVICIO PRESTADO PARTE EN EL PERÚ Y PARTE EN EL EXTRANJERO,0,,,0,False,0,False,True
l10n_pe_oxe360.1722,l10n_pe_oxe360.pe_sunat_ple_table32,3,SERVICIO PRESTADO EXCLUSIVAMENTE EN EL EXTRANJERO,0,,,0,False,0,False,True
l10n_pe_oxe360.1723,l10n_pe_oxe360.pe_sunat_ple_table33,1,Los intereses provenientes de créditos de fomento otorgados directamente o mediante proveedores o intermediarios financieros por organismos internacionales o instituciones gubernamentales extranjeras.,0,,,0,False,0,False,True
l10n_pe_oxe360.1724,l10n_pe_oxe360.pe_sunat_ple_table33,2,Las rentas de los inmuebles de propiedad de organismos internacionales que les sirvan de sede. ,0,,,0,False,0,False,True
l10n_pe_oxe360.1725,l10n_pe_oxe360.pe_sunat_ple_table33,3,"Las remuneraciones que perciban, por el ejercicio de su cargo en el país, los funcionarios y empleados considerados como tales dentro de la estructura organizacional de los gobiernos extranjeros, instituciones oficiales extranjeras y organismos internacionales, siempre que los convenios constitutivos así lo establezcan. ",0,,,0,False,0,False,True
l10n_pe_oxe360.1726,l10n_pe_oxe360.pe_sunat_ple_table33,4,Los ingresos brutos que perciben las representaciones deportivas nacionales de países extranjeros por sus actuaciones en el país.,0,,,0,False,0,False,True
l10n_pe_oxe360.1727,l10n_pe_oxe360.pe_sunat_ple_table33,5,"Las regalías por asesoramiento técnico, económico, financiero, o de otra índole, prestados desde el exterior por entidades estatales u organismos internacionales.",0,,,0,False,0,False,True
l10n_pe_oxe360.1728,l10n_pe_oxe360.pe_sunat_ple_table33,6,"Los ingresos extranjeros por los espectáculos en vivo de teatro, zarzuela, conciertos de música clásica, ópera, opereta, ballet y folclor, calificados como espectáculos públicos culturales por el Instituto Nacional de Cultura, realizados en el país. brutos que perciben las representaciones de países. ",0,,,0,False,0,False,True
l10n_pe_oxe360.1729,l10n_pe_oxe360.pe_sunat_ple_table34,xxx,'---',0,,,0,False,0,False,True
l10n_pe_oxe360.1730,l10n_pe_oxe360.pe_sunat_ple_table35,9001,BOUVET ISLAND,0,,,0,False,0,False,True
l10n_pe_oxe360.1731,l10n_pe_oxe360.pe_sunat_ple_table35,9002,COTE D'IVOIRE,0,,,0,False,0,False,True
l10n_pe_oxe360.1732,l10n_pe_oxe360.pe_sunat_ple_table35,9003,FALKLAND ISLANDS (MALVINAS),0,,,0,False,0,False,True
l10n_pe_oxe360.1733,l10n_pe_oxe360.pe_sunat_ple_table35,9004,"FRANCE, METROPOLITAN",0,,,0,False,0,False,True
l10n_pe_oxe360.1734,l10n_pe_oxe360.pe_sunat_ple_table35,9005,FRENCH SOUTHERN TERRITORIES,0,,,0,False,0,False,True
l10n_pe_oxe360.1735,l10n_pe_oxe360.pe_sunat_ple_table35,9006,HEARD AND MC DONALD ISLANDS,0,,,0,False,0,False,True
l10n_pe_oxe360.1736,l10n_pe_oxe360.pe_sunat_ple_table35,9007,MAYOTTE,0,,,0,False,0,False,True
l10n_pe_oxe360.1737,l10n_pe_oxe360.pe_sunat_ple_table35,9008,SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS,0,,,0,False,0,False,True
l10n_pe_oxe360.1738,l10n_pe_oxe360.pe_sunat_ple_table35,9009,SVALBARD AND JAN MAYEN ISLANDS,0,,,0,False,0,False,True
l10n_pe_oxe360.1739,l10n_pe_oxe360.pe_sunat_ple_table35,9010,UNITED STATES MINOR OUTLYING ISLANDS,0,,,0,False,0,False,True
l10n_pe_oxe360.1740,l10n_pe_oxe360.pe_sunat_ple_table35,9011,OTROS PAISES O LUGARES,0,,,0,False,0,False,True
l10n_pe_oxe360.1741,l10n_pe_oxe360.pe_sunat_ple_table35,9013,AFGANISTAN,0,,,0,False,0,False,True
l10n_pe_oxe360.1742,l10n_pe_oxe360.pe_sunat_ple_table35,9017,ALBANIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1743,l10n_pe_oxe360.pe_sunat_ple_table35,9019,ALDERNEY,0,,,0,False,0,False,True
l10n_pe_oxe360.1744,l10n_pe_oxe360.pe_sunat_ple_table35,9023,ALEMANIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1745,l10n_pe_oxe360.pe_sunat_ple_table35,9026,ARMENIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1746,l10n_pe_oxe360.pe_sunat_ple_table35,9027,ARUBA,0,,,0,False,0,False,True
l10n_pe_oxe360.1747,l10n_pe_oxe360.pe_sunat_ple_table35,9028,ASCENCI?N,0,,,0,False,0,False,True
l10n_pe_oxe360.1748,l10n_pe_oxe360.pe_sunat_ple_table35,9029,BOSNIA-HERZEGOVINA,0,,,0,False,0,False,True
l10n_pe_oxe360.1749,l10n_pe_oxe360.pe_sunat_ple_table35,9031,BURKINA FASO,0,,,0,False,0,False,True
l10n_pe_oxe360.1750,l10n_pe_oxe360.pe_sunat_ple_table35,9037,ANDORRA,0,,,0,False,0,False,True
l10n_pe_oxe360.1751,l10n_pe_oxe360.pe_sunat_ple_table35,9040,ANGOLA,0,,,0,False,0,False,True
l10n_pe_oxe360.1752,l10n_pe_oxe360.pe_sunat_ple_table35,9041,ANGUILLA,0,,,0,False,0,False,True
l10n_pe_oxe360.1753,l10n_pe_oxe360.pe_sunat_ple_table35,9043,ANTIGUA Y BARBUDA,0,,,0,False,0,False,True
l10n_pe_oxe360.1754,l10n_pe_oxe360.pe_sunat_ple_table35,9047,ANTILLAS HOLANDESAS,0,,,0,False,0,False,True
l10n_pe_oxe360.1755,l10n_pe_oxe360.pe_sunat_ple_table35,9053,ARABIA SAUDITA,0,,,0,False,0,False,True
l10n_pe_oxe360.1756,l10n_pe_oxe360.pe_sunat_ple_table35,9059,ARGELIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1757,l10n_pe_oxe360.pe_sunat_ple_table35,9063,ARGENTINA,0,,,0,False,0,False,True
l10n_pe_oxe360.1758,l10n_pe_oxe360.pe_sunat_ple_table35,9069,AUSTRALIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1759,l10n_pe_oxe360.pe_sunat_ple_table35,9072,AUSTRIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1760,l10n_pe_oxe360.pe_sunat_ple_table35,9074,AZERBAIJAN,0,,,0,False,0,False,True
l10n_pe_oxe360.1761,l10n_pe_oxe360.pe_sunat_ple_table35,9077,BAHAMAS,0,,,0,False,0,False,True
l10n_pe_oxe360.1762,l10n_pe_oxe360.pe_sunat_ple_table35,9080,BAHREIN,0,,,0,False,0,False,True
l10n_pe_oxe360.1763,l10n_pe_oxe360.pe_sunat_ple_table35,9081,BANGLADESH,0,,,0,False,0,False,True
l10n_pe_oxe360.1764,l10n_pe_oxe360.pe_sunat_ple_table35,9083,BARBADOS,0,,,0,False,0,False,True
l10n_pe_oxe360.1765,l10n_pe_oxe360.pe_sunat_ple_table35,9087,BELGICA,0,,,0,False,0,False,True
l10n_pe_oxe360.1766,l10n_pe_oxe360.pe_sunat_ple_table35,9088,BELICE,0,,,0,False,0,False,True
l10n_pe_oxe360.1767,l10n_pe_oxe360.pe_sunat_ple_table35,9090,BERMUDAS,0,,,0,False,0,False,True
l10n_pe_oxe360.1768,l10n_pe_oxe360.pe_sunat_ple_table35,9091,BELARUS,0,,,0,False,0,False,True
l10n_pe_oxe360.1769,l10n_pe_oxe360.pe_sunat_ple_table35,9093,MYANMAR,0,,,0,False,0,False,True
l10n_pe_oxe360.1770,l10n_pe_oxe360.pe_sunat_ple_table35,9097,BOLIVIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1771,l10n_pe_oxe360.pe_sunat_ple_table35,9101,BOTSWANA,0,,,0,False,0,False,True
l10n_pe_oxe360.1772,l10n_pe_oxe360.pe_sunat_ple_table35,9105,BRASIL,0,,,0,False,0,False,True
l10n_pe_oxe360.1773,l10n_pe_oxe360.pe_sunat_ple_table35,9108,BRUNEI DARUSSALAM,0,,,0,False,0,False,True
l10n_pe_oxe360.1774,l10n_pe_oxe360.pe_sunat_ple_table35,9111,BULGARIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1775,l10n_pe_oxe360.pe_sunat_ple_table35,9115,BURUNDI,0,,,0,False,0,False,True
l10n_pe_oxe360.1776,l10n_pe_oxe360.pe_sunat_ple_table35,9119,BUTAN,0,,,0,False,0,False,True
l10n_pe_oxe360.1777,l10n_pe_oxe360.pe_sunat_ple_table35,9127,CABO VERDE,0,,,0,False,0,False,True
l10n_pe_oxe360.1778,l10n_pe_oxe360.pe_sunat_ple_table35,9137,"CAIMAN,ISLAS",0,,,0,False,0,False,True
l10n_pe_oxe360.1779,l10n_pe_oxe360.pe_sunat_ple_table35,9141,CAMBOYA,0,,,0,False,0,False,True
l10n_pe_oxe360.1780,l10n_pe_oxe360.pe_sunat_ple_table35,9145,"CAMERUN,REPUBLICA UNIDA DEL",0,,,0,False,0,False,True
l10n_pe_oxe360.1781,l10n_pe_oxe360.pe_sunat_ple_table35,9147,CAMPIONE D?TALIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1782,l10n_pe_oxe360.pe_sunat_ple_table35,9149,CANADA,0,,,0,False,0,False,True
l10n_pe_oxe360.1783,l10n_pe_oxe360.pe_sunat_ple_table35,9155,"CANAL (NORMANDAS), ISLAS",0,,,0,False,0,False,True
l10n_pe_oxe360.1784,l10n_pe_oxe360.pe_sunat_ple_table35,9157,CANTON Y ENDERBURRY,0,,,0,False,0,False,True
l10n_pe_oxe360.1785,l10n_pe_oxe360.pe_sunat_ple_table35,9159,SANTA SEDE,0,,,0,False,0,False,True
l10n_pe_oxe360.1786,l10n_pe_oxe360.pe_sunat_ple_table35,9165,"COCOS (KEELING),ISLAS",0,,,0,False,0,False,True
l10n_pe_oxe360.1787,l10n_pe_oxe360.pe_sunat_ple_table35,9169,COLOMBIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1788,l10n_pe_oxe360.pe_sunat_ple_table35,9173,COMORAS,0,,,0,False,0,False,True
l10n_pe_oxe360.1789,l10n_pe_oxe360.pe_sunat_ple_table35,9177,CONGO,0,,,0,False,0,False,True
l10n_pe_oxe360.1790,l10n_pe_oxe360.pe_sunat_ple_table35,9183,"COOK, ISLAS",0,,,0,False,0,False,True
l10n_pe_oxe360.1791,l10n_pe_oxe360.pe_sunat_ple_table35,9187,"COREA (NORTE), REPUBLICA POPULAR DEMOCRATICA DE",0,,,0,False,0,False,True
l10n_pe_oxe360.1792,l10n_pe_oxe360.pe_sunat_ple_table35,9190,"COREA (SUR), REPUBLICA DE",0,,,0,False,0,False,True
l10n_pe_oxe360.1793,l10n_pe_oxe360.pe_sunat_ple_table35,9193,COSTA DE MARFIL,0,,,0,False,0,False,True
l10n_pe_oxe360.1794,l10n_pe_oxe360.pe_sunat_ple_table35,9196,COSTA RICA,0,,,0,False,0,False,True
l10n_pe_oxe360.1795,l10n_pe_oxe360.pe_sunat_ple_table35,9198,CROACIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1796,l10n_pe_oxe360.pe_sunat_ple_table35,9199,CUBA,0,,,0,False,0,False,True
l10n_pe_oxe360.1797,l10n_pe_oxe360.pe_sunat_ple_table35,9203,CHAD,0,,,0,False,0,False,True
l10n_pe_oxe360.1798,l10n_pe_oxe360.pe_sunat_ple_table35,9207,CHECOSLOVAQUIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1799,l10n_pe_oxe360.pe_sunat_ple_table35,9211,CHILE,0,,,0,False,0,False,True
l10n_pe_oxe360.1800,l10n_pe_oxe360.pe_sunat_ple_table35,9215,CHINA,0,,,0,False,0,False,True
l10n_pe_oxe360.1801,l10n_pe_oxe360.pe_sunat_ple_table35,9218,TAIWAN (FORMOSA),0,,,0,False,0,False,True
l10n_pe_oxe360.1802,l10n_pe_oxe360.pe_sunat_ple_table35,9221,CHIPRE,0,,,0,False,0,False,True
l10n_pe_oxe360.1803,l10n_pe_oxe360.pe_sunat_ple_table35,9229,BENIN,0,,,0,False,0,False,True
l10n_pe_oxe360.1804,l10n_pe_oxe360.pe_sunat_ple_table35,9232,DINAMARCA,0,,,0,False,0,False,True
l10n_pe_oxe360.1805,l10n_pe_oxe360.pe_sunat_ple_table35,9235,DOMINICA,0,,,0,False,0,False,True
l10n_pe_oxe360.1806,l10n_pe_oxe360.pe_sunat_ple_table35,9239,ECUADOR,0,,,0,False,0,False,True
l10n_pe_oxe360.1807,l10n_pe_oxe360.pe_sunat_ple_table35,9240,EGIPTO,0,,,0,False,0,False,True
l10n_pe_oxe360.1808,l10n_pe_oxe360.pe_sunat_ple_table35,9242,EL SALVADOR,0,,,0,False,0,False,True
l10n_pe_oxe360.1809,l10n_pe_oxe360.pe_sunat_ple_table35,9243,ERITREA,0,,,0,False,0,False,True
l10n_pe_oxe360.1810,l10n_pe_oxe360.pe_sunat_ple_table35,9244,EMIRATOS ARABES UNIDOS,0,,,0,False,0,False,True
l10n_pe_oxe360.1811,l10n_pe_oxe360.pe_sunat_ple_table35,9245,ESPA?A,0,,,0,False,0,False,True
l10n_pe_oxe360.1812,l10n_pe_oxe360.pe_sunat_ple_table35,9246,ESLOVAQUIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1813,l10n_pe_oxe360.pe_sunat_ple_table35,9247,ESLOVENIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1814,l10n_pe_oxe360.pe_sunat_ple_table35,9249,ESTADOS UNIDOS,0,,,0,False,0,False,True
l10n_pe_oxe360.1815,l10n_pe_oxe360.pe_sunat_ple_table35,9251,ESTONIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1816,l10n_pe_oxe360.pe_sunat_ple_table35,9253,ETIOPIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1817,l10n_pe_oxe360.pe_sunat_ple_table35,9259,"FEROE, ISLAS",0,,,0,False,0,False,True
l10n_pe_oxe360.1818,l10n_pe_oxe360.pe_sunat_ple_table35,9267,FILIPINAS,0,,,0,False,0,False,True
l10n_pe_oxe360.1819,l10n_pe_oxe360.pe_sunat_ple_table35,9271,FINLANDIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1820,l10n_pe_oxe360.pe_sunat_ple_table35,9275,FRANCIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1821,l10n_pe_oxe360.pe_sunat_ple_table35,9281,GABON,0,,,0,False,0,False,True
l10n_pe_oxe360.1822,l10n_pe_oxe360.pe_sunat_ple_table35,9285,GAMBIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1823,l10n_pe_oxe360.pe_sunat_ple_table35,9286,GAZA Y JERICO,0,,,0,False,0,False,True
l10n_pe_oxe360.1824,l10n_pe_oxe360.pe_sunat_ple_table35,9287,GEORGIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1825,l10n_pe_oxe360.pe_sunat_ple_table35,9289,GHANA,0,,,0,False,0,False,True
l10n_pe_oxe360.1826,l10n_pe_oxe360.pe_sunat_ple_table35,9293,GIBRALTAR,0,,,0,False,0,False,True
l10n_pe_oxe360.1827,l10n_pe_oxe360.pe_sunat_ple_table35,9297,GRANADA,0,,,0,False,0,False,True
l10n_pe_oxe360.1828,l10n_pe_oxe360.pe_sunat_ple_table35,9301,GRECIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1829,l10n_pe_oxe360.pe_sunat_ple_table35,9305,GROENLANDIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1830,l10n_pe_oxe360.pe_sunat_ple_table35,9309,GUADALUPE,0,,,0,False,0,False,True
l10n_pe_oxe360.1831,l10n_pe_oxe360.pe_sunat_ple_table35,9313,GUAM,0,,,0,False,0,False,True
l10n_pe_oxe360.1832,l10n_pe_oxe360.pe_sunat_ple_table35,9317,GUATEMALA,0,,,0,False,0,False,True
l10n_pe_oxe360.1833,l10n_pe_oxe360.pe_sunat_ple_table35,9325,GUAYANA FRANCESA,0,,,0,False,0,False,True
l10n_pe_oxe360.1834,l10n_pe_oxe360.pe_sunat_ple_table35,9327,GUERNSEY,0,,,0,False,0,False,True
l10n_pe_oxe360.1835,l10n_pe_oxe360.pe_sunat_ple_table35,9329,GUINEA,0,,,0,False,0,False,True
l10n_pe_oxe360.1836,l10n_pe_oxe360.pe_sunat_ple_table35,9331,GUINEA ECUATORIAL,0,,,0,False,0,False,True
l10n_pe_oxe360.1837,l10n_pe_oxe360.pe_sunat_ple_table35,9334,GUINEA-BISSAU,0,,,0,False,0,False,True
l10n_pe_oxe360.1838,l10n_pe_oxe360.pe_sunat_ple_table35,9337,GUYANA,0,,,0,False,0,False,True
l10n_pe_oxe360.1839,l10n_pe_oxe360.pe_sunat_ple_table35,9341,HAITI,0,,,0,False,0,False,True
l10n_pe_oxe360.1840,l10n_pe_oxe360.pe_sunat_ple_table35,9345,HONDURAS,0,,,0,False,0,False,True
l10n_pe_oxe360.1841,l10n_pe_oxe360.pe_sunat_ple_table35,9348,HONDURAS BRITANICAS,0,,,0,False,0,False,True
l10n_pe_oxe360.1842,l10n_pe_oxe360.pe_sunat_ple_table35,9351,HONG KONG,0,,,0,False,0,False,True
l10n_pe_oxe360.1843,l10n_pe_oxe360.pe_sunat_ple_table35,9355,HUNGRIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1844,l10n_pe_oxe360.pe_sunat_ple_table35,9361,INDIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1845,l10n_pe_oxe360.pe_sunat_ple_table35,9365,INDONESIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1846,l10n_pe_oxe360.pe_sunat_ple_table35,9369,IRAK,0,,,0,False,0,False,True
l10n_pe_oxe360.1847,l10n_pe_oxe360.pe_sunat_ple_table35,9372,"IRAN, REPUBLICA ISLAMICA DEL",0,,,0,False,0,False,True
l10n_pe_oxe360.1848,l10n_pe_oxe360.pe_sunat_ple_table35,9375,IRLANDA (EIRE),0,,,0,False,0,False,True
l10n_pe_oxe360.1849,l10n_pe_oxe360.pe_sunat_ple_table35,9377,ISLA AZORES,0,,,0,False,0,False,True
l10n_pe_oxe360.1850,l10n_pe_oxe360.pe_sunat_ple_table35,9378,ISLA DEL MAN,0,,,0,False,0,False,True
l10n_pe_oxe360.1851,l10n_pe_oxe360.pe_sunat_ple_table35,9379,ISLANDIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1852,l10n_pe_oxe360.pe_sunat_ple_table35,9380,ISLAS CANARIAS,0,,,0,False,0,False,True
l10n_pe_oxe360.1853,l10n_pe_oxe360.pe_sunat_ple_table35,9381,ISLAS DE CHRISTMAS,0,,,0,False,0,False,True
l10n_pe_oxe360.1854,l10n_pe_oxe360.pe_sunat_ple_table35,9382,ISLAS QESHM,0,,,0,False,0,False,True
l10n_pe_oxe360.1855,l10n_pe_oxe360.pe_sunat_ple_table35,9383,ISRAEL,0,,,0,False,0,False,True
l10n_pe_oxe360.1856,l10n_pe_oxe360.pe_sunat_ple_table35,9386,ITALIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1857,l10n_pe_oxe360.pe_sunat_ple_table35,9391,JAMAICA,0,,,0,False,0,False,True
l10n_pe_oxe360.1858,l10n_pe_oxe360.pe_sunat_ple_table35,9395,"JONSTON, ISLAS",0,,,0,False,0,False,True
l10n_pe_oxe360.1859,l10n_pe_oxe360.pe_sunat_ple_table35,9399,JAPON,0,,,0,False,0,False,True
l10n_pe_oxe360.1860,l10n_pe_oxe360.pe_sunat_ple_table35,9401,JERSEY,0,,,0,False,0,False,True
l10n_pe_oxe360.1861,l10n_pe_oxe360.pe_sunat_ple_table35,9403,JORDANIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1862,l10n_pe_oxe360.pe_sunat_ple_table35,9406,KAZAJSTAN,0,,,0,False,0,False,True
l10n_pe_oxe360.1863,l10n_pe_oxe360.pe_sunat_ple_table35,9410,KENIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1864,l10n_pe_oxe360.pe_sunat_ple_table35,9411,KIRIBATI,0,,,0,False,0,False,True
l10n_pe_oxe360.1865,l10n_pe_oxe360.pe_sunat_ple_table35,9412,KIRGUIZISTAN,0,,,0,False,0,False,True
l10n_pe_oxe360.1866,l10n_pe_oxe360.pe_sunat_ple_table35,9413,KUWAIT,0,,,0,False,0,False,True
l10n_pe_oxe360.1867,l10n_pe_oxe360.pe_sunat_ple_table35,9418,LABUN,0,,,0,False,0,False,True
l10n_pe_oxe360.1868,l10n_pe_oxe360.pe_sunat_ple_table35,9420,"LAOS, REPUBLICA POPULAR DEMOCRATICA DE",0,,,0,False,0,False,True
l10n_pe_oxe360.1869,l10n_pe_oxe360.pe_sunat_ple_table35,9426,LESOTHO,0,,,0,False,0,False,True
l10n_pe_oxe360.1870,l10n_pe_oxe360.pe_sunat_ple_table35,9429,LETONIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1871,l10n_pe_oxe360.pe_sunat_ple_table35,9431,LIBANO,0,,,0,False,0,False,True
l10n_pe_oxe360.1872,l10n_pe_oxe360.pe_sunat_ple_table35,9434,LIBERIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1873,l10n_pe_oxe360.pe_sunat_ple_table35,9438,LIBIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1874,l10n_pe_oxe360.pe_sunat_ple_table35,9440,LIECHTENSTEIN,0,,,0,False,0,False,True
l10n_pe_oxe360.1875,l10n_pe_oxe360.pe_sunat_ple_table35,9443,LITUANIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1876,l10n_pe_oxe360.pe_sunat_ple_table35,9445,LUXEMBURGO,0,,,0,False,0,False,True
l10n_pe_oxe360.1877,l10n_pe_oxe360.pe_sunat_ple_table35,9447,MACAO,0,,,0,False,0,False,True
l10n_pe_oxe360.1878,l10n_pe_oxe360.pe_sunat_ple_table35,9448,MACEDONIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1879,l10n_pe_oxe360.pe_sunat_ple_table35,9450,MADAGASCAR,0,,,0,False,0,False,True
l10n_pe_oxe360.1880,l10n_pe_oxe360.pe_sunat_ple_table35,9453,MADEIRA,0,,,0,False,0,False,True
l10n_pe_oxe360.1881,l10n_pe_oxe360.pe_sunat_ple_table35,9455,MALAYSIA,0,,,0,False,0,False,True
l10n_pe_oxe360.1882,l10n_pe_oxe360.pe_sunat_ple_table35,9458,MALAWI,0,,,0,False,0,False,True
l10n_pe_oxe360.1883,l10n_pe_oxe360.pe_sunat_ple_table35,9461,MALDIVAS,0,,,0,False,0,False,True
l10n_pe_oxe360.1884,l10n_pe_oxe360.pe_sunat_ple_table35,9464,MALI,0,,,0,False,0,False,True
l10n_pe_oxe360.1885,l10n_pe_oxe360.pe_sunat_ple_table35,9467,MALTA,0,,,0,False,0,False,True
l10n_pe_oxe360.1886,l10n_pe_oxe360.pe_sunat_ple_table35,9469,"MARIANAS DEL NORTE, ISLAS",0,,,0,False,0,False,True
l10n_pe_oxe360.1887,l10n_pe_oxe360.pe_sunat_ple_table35,9472,"MARSHALL, ISLAS",0,,,0,False,0,False,True
l10n_pe_oxe360.1888,l10n_pe_oxe360.pe_sunat_ple_table35,9474,MARRUECOS,0,,,0,False,0,False,True
l10n_pe_oxe360.1889,l10n_pe_oxe360.pe_sunat_ple_table35,9477,MARTINICA,0,,,0,False,0,False,True
l10n_pe_oxe360.1890,l10n_pe_oxe360.pe_sunat_ple_table35,9485,MAURICIO,0,,,0,False,0,False,True
